candidate,cargo_type,context,query_type,query,count
CD63,Protein,tumor_metastasis,mechanistic,(extracellular vesicle OR exosome OR exosomes) AND ((cancer OR tumor OR tumour) AND (metastasis OR metastatic OR premetastatic OR organotropism OR dissemination)) AND (CD63) AND (knockdown OR overexpression OR inhibitor OR mediates OR transfer OR delivery OR caus*),88
CD63,Protein,cardiac_repair,base,(extracellular vesicle OR exosome OR exosomes) AND ((myocardial infarction OR ischemia-reperfusion OR heart failure OR cardiac injury) AND (repair OR regeneration OR cardioprotection OR post-infarction)) AND (CD63),25
CD63,Protein,cardiac_repair,biomarker,(extracellular vesicle OR exosome OR exosomes) AND ((myocardial infarction OR ischemia-reperfusion OR heart failure OR cardiac injury) AND (repair OR regeneration OR cardioprotection OR post-infarction)) AND (CD63) AND (biomarker OR diagnostic OR prognostic OR plasma OR serum OR blood),17
CD63,Protein,cardiac_repair,mechanistic,(extracellular vesicle OR exosome OR exosomes) AND ((myocardial infarction OR ischemia-reperfusion OR heart failure OR cardiac injury) AND (repair OR regeneration OR cardioprotection OR post-infarction)) AND (CD63) AND (knockdown OR overexpression OR inhibitor OR mediates OR transfer OR delivery OR caus*),15
CD81,Protein,neurodegeneration,base,"(extracellular vesicle OR exosome OR exosomes) AND (neurodegeneration OR neurodegenerative OR Alzheimer OR Parkinson OR ""amyotrophic lateral sclerosis"" OR ALS OR frontotemporal dementia OR Huntington) AND (CD81)",56
CD81,Protein,neurodegeneration,biomarker,"(extracellular vesicle OR exosome OR exosomes) AND (neurodegeneration OR neurodegenerative OR Alzheimer OR Parkinson OR ""amyotrophic lateral sclerosis"" OR ALS OR frontotemporal dementia OR Huntington) AND (CD81) AND (biomarker OR diagnostic OR prognostic OR plasma OR serum OR blood)",46
CD81,Protein,neurodegeneration,mechanistic,"(extracellular vesicle OR exosome OR exosomes) AND (neurodegeneration OR neurodegenerative OR Alzheimer OR Parkinson OR ""amyotrophic lateral sclerosis"" OR ALS OR frontotemporal dementia OR Huntington) AND (CD81) AND (knockdown OR overexpression OR inhibitor OR mediates OR transfer OR delivery OR caus*)",17
CD81,Protein,tumor_metastasis,base,(extracellular vesicle OR exosome OR exosomes) AND ((cancer OR tumor OR tumour) AND (metastasis OR metastatic OR premetastatic OR organotropism OR dissemination)) AND (CD81),64
CD81,Protein,tumor_metastasis,biomarker,(extracellular vesicle OR exosome OR exosomes) AND ((cancer OR tumor OR tumour) AND (metastasis OR metastatic OR premetastatic OR organotropism OR dissemination)) AND (CD81) AND (biomarker OR diagnostic OR prognostic OR plasma OR serum OR blood),53
CD81,Protein,tumor_metastasis,mechanistic,(extracellular vesicle OR exosome OR exosomes) AND ((cancer OR tumor OR tumour) AND (metastasis OR metastatic OR premetastatic OR organotropism OR dissemination)) AND (CD81) AND (knockdown OR overexpression OR inhibitor OR mediates OR transfer OR delivery OR caus*),34
CD81,Protein,cardiac_repair,base,(extracellular vesicle OR exosome OR exosomes) AND ((myocardial infarction OR ischemia-reperfusion OR heart failure OR cardiac injury) AND (repair OR regeneration OR cardioprotection OR post-infarction)) AND (CD81),16
CD81,Protein,cardiac_repair,biomarker,(extracellular vesicle OR exosome OR exosomes) AND ((myocardial infarction OR ischemia-reperfusion OR heart failure OR cardiac injury) AND (repair OR regeneration OR cardioprotection OR post-infarction)) AND (CD81) AND (biomarker OR diagnostic OR prognostic OR plasma OR serum OR blood),14
CD81,Protein,cardiac_repair,mechanistic,(extracellular vesicle OR exosome OR exosomes) AND ((myocardial infarction OR ischemia-reperfusion OR heart failure OR cardiac injury) AND (repair OR regeneration OR cardioprotection OR post-infarction)) AND (CD81) AND (knockdown OR overexpression OR inhibitor OR mediates OR transfer OR delivery OR caus*),13
